,death_year,death_month,hhs_region,age_group,all_cause,natural_cause,septicemia,malignant_neoplasms,diabetes_mellitus,alzheimer,influenza_pneumonia,chronic_respiratory,other_respiratory,neophrotic_syndrome,abnormal_clinical_laboratory_findings,heart_diseases,cerebrovascular_diseases,covid-19_multicause,covid-19_onlycause,total_deaths
1595,2020,4,Massachusetts,5-14 years,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1596,2020,4,Massachusetts,55-64 years,1255,1130,11,338,64,0,24,53,16,0,14,207,49,67,64,3292
1597,2020,4,Massachusetts,65-74 years,2084,2007,20,605,91,39,30,139,22,19,27,372,71,150,139,5815
1598,2020,4,Massachusetts,75-84 years,2462,2387,24,558,72,159,34,160,35,21,21,445,133,194,183,6888
1599,2020,4,Massachusetts,85 years and over,3164,3037,33,347,70,350,32,121,39,27,37,745,209,260,236,8707
1600,2020,5,Massachusetts,0-4 years,52,48,0,0,0,0,0,0,0,0,0,0,0,0,0,100
1601,2020,5,Massachusetts,15-24 years,86,17,0,0,0,0,0,0,0,0,0,0,0,0,0,103
1602,2020,5,Massachusetts,25-34 years,230,75,0,0,0,0,0,0,0,0,0,10,0,0,0,315
1603,2020,5,Massachusetts,35-44 years,340,171,0,18,0,0,0,0,0,0,0,33,0,28,23,613
1604,2020,5,Massachusetts,45-54 years,709,542,0,115,27,0,0,15,0,0,0,103,0,112,101,1724
1605,2020,5,Massachusetts,5-14 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,2020,5,Massachusetts,55-64 years,1725,1571,16,405,66,0,10,59,24,23,0,273,38,376,349,4935
1607,2020,5,Massachusetts,65-74 years,2728,2655,25,624,85,26,27,117,30,39,10,375,55,865,807,8468
1608,2020,5,Massachusetts,75-84 years,3916,3818,40,619,85,105,44,163,59,52,22,493,131,1406,1315,12268
1609,2020,5,Massachusetts,85 years and over,6266,6112,38,474,71,320,99,156,69,86,53,958,224,2482,2319,19727
1610,2020,5,NewYork,0-4 years,114,102,0,0,0,0,0,0,0,0,13,0,0,0,0,229
1611,2020,5,NewYork,15-24 years,154,54,0,10,0,0,0,0,0,0,0,0,0,14,11,243
1612,2020,5,NewYork,25-34 years,485,193,0,21,12,0,0,0,0,0,11,23,0,57,51,853
1613,2020,5,NewYork,35-44 years,801,533,0,68,27,0,11,0,0,0,12,93,13,166,146,1870
1614,2020,5,NewYork,45-54 years,1599,1321,25,233,46,0,27,24,17,10,15,239,38,456,421,4471
1615,2020,5,NewYork,5-14 years,35,22,0,11,0,0,0,0,0,0,0,0,0,0,0,68
1616,2020,5,NewYork,55-64 years,3544,3293,39,663,98,0,50,81,38,37,33,583,61,1243,1152,10915
1617,2020,5,NewYork,65-74 years,5269,5148,63,1034,156,29,85,171,66,53,38,903,117,1927,1804,16863
1618,2020,5,NewYork,75-84 years,6406,6304,82,1000,135,123,114,212,110,88,59,1261,211,2192,1985,20282
1619,2020,5,NewYork,85 years and over,9051,8924,66,671,164,371,178,210,117,129,128,2316,333,2856,2486,28000
1620,2020,5,Washington,0-4 years,188,175,0,0,0,0,0,0,0,0,27,0,0,0,0,390
1621,2020,5,Washington,15-24 years,275,62,0,11,0,0,0,0,0,0,0,10,0,0,0,358
1622,2020,5,Washington,25-34 years,678,184,0,29,10,0,0,0,0,0,0,26,0,24,22,973
1623,2020,5,Washington,35-44 years,976,477,0,95,26,0,0,0,0,0,12,100,12,78,74,1850
1624,2020,5,Washington,45-54 years,1662,1237,18,258,63,0,0,24,14,17,17,287,35,216,206,4054
1625,2020,5,Washington,5-14 years,41,27,0,15,0,0,0,0,0,0,0,0,0,0,0,83
1626,2020,5,Washington,55-64 years,3758,3356,59,913,154,0,35,119,40,59,22,717,117,571,536,10456
1627,2020,5,Washington,65-74 years,5801,5584,74,1484,216,52,57,259,78,99,40,1065,226,1082,1024,17141
1628,2020,5,Washington,75-84 years,7288,7107,92,1401,203,223,71,341,103,140,51,1396,352,1429,1334,21531
1629,2020,5,Washington,85 years and over,9903,9655,91,837,178,546,142,339,90,176,110,2167,554,2284,2106,29178
1630,2020,5,Georgia,0-4 years,497,425,0,0,0,0,0,0,0,0,71,0,0,0,0,993
1631,2020,5,Georgia,15-24 years,738,140,0,32,0,0,0,0,0,0,10,14,0,0,0,934
1632,2020,5,Georgia,25-34 years,1625,461,0,68,30,0,0,0,0,0,31,84,0,34,33,2366
1633,2020,5,Georgia,35-44 years,2258,1193,28,186,69,0,17,18,14,27,30,291,33,76,62,4302
1634,2020,5,Georgia,45-54 years,3869,2964,44,683,166,0,42,83,41,42,42,739,115,193,182,9205
1635,2020,5,Georgia,5-14 years,106,55,0,16,0,0,0,0,0,0,0,0,0,0,0,177
1636,2020,5,Georgia,55-64 years,8504,7658,152,2208,388,28,113,430,106,99,63,1826,289,438,402,22704
1637,2020,5,Georgia,65-74 years,12396,11897,240,3357,500,187,174,825,229,211,94,2618,521,890,820,34959
1638,2020,5,Georgia,75-84 years,14739,14282,219,3023,455,730,239,944,271,281,139,3127,913,1134,1028,41524
1639,2020,5,Georgia,85 years and over,16072,15557,149,1674,310,1492,243,710,193,284,241,3993,1235,1309,1129,44591
1640,2020,5,Illinois,0-4 years,355,312,0,0,0,0,0,0,0,0,33,0,0,0,0,700
1641,2020,5,Illinois,15-24 years,516,89,0,14,0,0,0,0,0,0,0,0,0,0,0,619
1642,2020,5,Illinois,25-34 years,1096,295,0,44,14,0,0,0,0,0,16,57,0,35,30,1587
1643,2020,5,Illinois,35-44 years,1533,799,0,131,48,0,11,0,0,0,12,165,24,123,112,2958
1644,2020,5,Illinois,45-54 years,2801,2136,32,464,108,0,15,56,25,23,21,506,75,317,299,6878
1645,2020,5,Illinois,5-14 years,69,42,0,12,0,0,0,0,0,0,0,0,0,0,0,123
1646,2020,5,Illinois,55-64 years,6473,5922,88,1668,253,18,67,291,70,86,25,1355,189,778,728,18011
1647,2020,5,Illinois,65-74 years,9431,9084,137,2457,359,132,129,534,118,154,50,1818,321,1471,1388,27583
1648,2020,5,Illinois,75-84 years,11510,11184,157,2262,330,500,137,689,161,216,58,2168,591,1888,1742,33593
1649,2020,5,Illinois,85 years and over,15443,15023,136,1488,292,1229,233,541,154,251,190,3705,1044,2607,2414,44750
1650,2020,5,Texas,0-4 years,306,248,0,0,0,0,0,0,0,0,35,0,0,0,0,589
1651,2020,5,Texas,15-24 years,446,93,0,15,0,0,0,0,0,0,0,13,0,0,0,567
1652,2020,5,Texas,25-34 years,880,310,0,41,16,0,0,0,0,0,0,53,0,31,26,1357
1653,2020,5,Texas,35-44 years,1205,720,14,127,38,0,10,0,0,10,16,183,24,46,41,2434
1654,2020,5,Texas,45-54 years,2151,1724,29,365,99,0,20,33,17,21,15,470,70,153,139,5306
1655,2020,5,Texas,5-14 years,80,44,0,12,0,0,0,0,0,0,0,0,0,0,0,136
1656,2020,5,Texas,55-64 years,4552,4140,81,1098,194,16,50,181,70,81,24,990,171,346,321,12315
1657,2020,5,Texas,65-74 years,6568,6302,98,1756,287,103,96,407,105,146,31,1426,291,510,472,18598
1658,2020,5,Texas,75-84 years,7479,7262,105,1515,257,398,118,499,120,143,36,1738,432,529,487,21118
1659,2020,5,Texas,85 years and over,7950,7750,86,781,191,878,100,419,96,158,34,2182,533,542,487,22187
1660,2020,5,Kansas,0-4 years,111,95,0,0,0,0,0,0,0,0,12,0,0,0,0,218
1661,2020,5,Kansas,15-24 years,167,23,0,0,0,0,0,0,0,0,0,0,0,0,0,190
1662,2020,5,Kansas,25-34 years,272,78,0,10,0,0,0,0,0,0,0,11,0,0,0,371
1663,2020,5,Kansas,35-44 years,411,239,0,36,14,0,0,10,0,0,0,59,0,16,12,797
1664,2020,5,Kansas,45-54 years,684,541,0,135,21,0,0,15,0,11,0,149,23,40,35,1654
1665,2020,5,Kansas,5-14 years,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,34
1666,2020,5,Kansas,55-64 years,1636,1504,19,443,65,0,13,92,29,27,14,350,53,126,118,4489
1667,2020,5,Kansas,65-74 years,2467,2378,32,664,106,26,28,163,57,50,17,505,99,209,197,6998
1668,2020,5,Kansas,75-84 years,2970,2882,37,647,78,133,36,195,49,65,27,604,133,268,255,8379
1669,2020,5,Kansas,85 years and over,3915,3806,30,416,72,324,59,188,59,71,58,1000,236,364,332,10930
1670,2020,5,Colorado,0-4 years,85,74,0,0,0,0,0,0,0,0,0,0,0,0,0,159
1671,2020,5,Colorado,15-24 years,140,20,0,0,0,0,0,0,0,0,0,0,0,0,0,160
1672,2020,5,Colorado,25-34 years,250,90,0,11,0,0,0,0,0,0,0,0,0,10,0,361
1673,2020,5,Colorado,35-44 years,297,149,0,17,0,0,0,0,0,0,0,27,0,11,11,512
1674,2020,5,Colorado,45-54 years,494,379,0,71,14,0,0,0,0,0,0,87,11,35,31,1122
1675,2020,5,Colorado,5-14 years,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,34
1676,2020,5,Colorado,55-64 years,963,860,13,212,36,0,0,45,0,0,0,191,32,77,74,2503
1677,2020,5,Colorado,65-74 years,1577,1489,21,404,63,29,17,102,28,16,0,317,55,116,106,4340
1678,2020,5,Colorado,75-84 years,1928,1839,19,404,62,90,29,112,41,33,0,396,102,160,140,5355
1679,2020,5,Colorado,85 years and over,2418,2305,21,244,47,222,11,117,34,45,18,581,190,229,201,6683
1680,2020,5,California,0-4 years,225,193,0,0,0,0,0,0,0,0,21,0,0,0,0,439
1681,2020,5,California,15-24 years,438,90,0,17,0,0,0,0,0,0,0,12,0,0,0,557
1682,2020,5,California,25-34 years,863,282,0,63,13,0,0,0,0,0,12,32,10,30,25,1330
1683,2020,5,California,35-44 years,1154,664,0,144,34,0,0,0,0,11,13,106,30,70,64,2290
1684,2020,5,California,45-54 years,2014,1617,18,392,85,0,20,22,0,22,22,388,71,173,168,5012
1685,2020,5,California,5-14 years,53,22,0,0,0,0,0,0,0,0,0,0,0,0,0,75
1686,2020,5,California,55-64 years,4339,3860,22,1126,202,16,44,154,24,42,27,921,170,386,372,11705
1687,2020,5,California,65-74 years,6571,6307,36,1819,318,110,113,361,75,87,27,1405,304,616,587,18736
1688,2020,5,California,75-84 years,7908,7696,58,1792,308,452,116,493,121,128,31,1677,459,699,658,22596
1689,2020,5,California,85 years and over,10609,10391,50,1289,237,1282,194,479,95,124,67,2814,812,924,866,30233
1690,2020,5,Massachusetts,0-4 years,88,74,0,0,0,0,0,0,0,0,11,0,0,0,0,173
1691,2020,5,Massachusetts,15-24 years,121,16,0,0,0,0,0,0,0,0,0,0,0,0,0,137
1692,2020,5,Massachusetts,25-34 years,221,66,0,12,0,0,0,0,0,0,0,11,0,0,0,310
1693,2020,5,Massachusetts,35-44 years,295,159,0,36,0,0,0,0,0,0,0,35,0,0,0,525
1694,2020,5,Massachusetts,45-54 years,557,398,0,117,29,0,0,0,0,0,0,74,0,16,15,1206
1695,2020,5,Massachusetts,5-14 years,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,32
1696,2020,5,Massachusetts,55-64 years,1255,1092,14,354,55,0,0,72,0,0,11,204,38,34,30,3159
1697,2020,5,Massachusetts,65-74 years,1998,1890,17,630,88,28,18,122,36,16,17,351,76,78,65,5430
1698,2020,5,Massachusetts,75-84 years,2338,2254,18,567,89,137,18,139,39,24,21,488,126,90,82,6430
1699,2020,5,Massachusetts,85 years and over,2929,2803,24,352,40,308,28,110,34,30,46,751,245,133,118,7951
1700,2020,6,Massachusetts,0-4 years,48,44,0,0,0,0,0,0,0,0,0,0,0,0,0,92
1701,2020,6,Massachusetts,15-24 years,88,22,0,0,0,0,0,0,0,0,0,0,0,0,0,110
1702,2020,6,Massachusetts,25-34 years,237,81,0,10,0,0,0,0,0,0,0,12,0,0,0,340
1703,2020,6,Massachusetts,35-44 years,309,138,0,33,0,0,0,0,0,0,0,24,0,14,13,531
1704,2020,6,Massachusetts,45-54 years,566,423,0,108,21,0,0,12,0,0,0,96,12,30,28,1296
1705,2020,6,Massachusetts,5-14 years,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1706,2020,6,Massachusetts,55-64 years,1319,1166,14,381,57,0,0,40,14,0,0,259,36,93,82,3461
1707,2020,6,Massachusetts,65-74 years,2065,1973,26,680,79,27,19,114,43,27,12,333,73,195,165,5831
1708,2020,6,Massachusetts,75-84 years,2601,2523,28,623,75,106,36,127,48,48,15,462,133,317,258,7400
1709,2020,6,Massachusetts,85 years and over,3901,3750,39,489,62,224,69,113,40,69,42,901,187,530,439,10855
1710,2020,6,NewYork,0-4 years,105,97,0,0,0,0,0,0,0,0,16,0,0,0,0,218
1711,2020,6,NewYork,15-24 years,194,56,0,12,0,0,0,0,0,0,0,0,0,0,0,262
1712,2020,6,NewYork,25-34 years,403,147,0,24,0,0,0,0,0,0,0,27,0,18,14,633
1713,2020,6,NewYork,35-44 years,635,365,0,83,17,0,0,0,0,0,13,78,10,40,31,1272
1714,2020,6,NewYork,45-54 years,1155,906,16,232,49,0,16,19,12,15,21,216,27,100,87,2871
1715,2020,6,NewYork,5-14 years,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1716,2020,6,NewYork,55-64 years,2387,2165,34,672,54,0,42,76,35,26,23,534,53,262,216,6579
1717,2020,6,NewYork,65-74 years,3616,3501,76,1024,131,23,53,128,65,56,32,857,110,428,357,10457
1718,2020,6,NewYork,75-84 years,4405,4284,91,1023,129,98,84,190,102,91,42,1075,182,462,377,12635
1719,2020,6,NewYork,85 years and over,6128,6000,84,659,111,300,146,184,96,118,94,1934,315,643,491,17303
1720,2020,6,Washington,0-4 years,191,169,0,0,0,0,0,0,0,0,21,0,0,0,0,381
1721,2020,6,Washington,15-24 years,253,41,0,0,0,0,0,0,0,0,0,0,0,0,0,294
1722,2020,6,Washington,25-34 years,677,175,0,25,0,0,0,0,0,0,12,31,0,14,13,947
1723,2020,6,Washington,35-44 years,796,394,0,76,15,0,0,0,0,0,17,79,13,42,38,1470
1724,2020,6,Washington,45-54 years,1531,1113,27,303,47,0,12,21,14,14,23,261,30,124,114,3634
1725,2020,6,Washington,5-14 years,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,47
1726,2020,6,Washington,55-64 years,3395,3004,53,917,139,0,32,138,41,49,30,703,106,250,224,9081
1727,2020,6,Washington,65-74 years,4898,4681,94,1438,189,32,54,245,54,80,42,1040,172,411,361,13791
1728,2020,6,Washington,75-84 years,5887,5706,84,1305,187,214,92,278,93,137,54,1280,322,552,478,16669
1729,2020,6,Washington,85 years and over,7490,7287,93,861,146,448,98,264,87,156,124,1906,532,703,602,20797
1730,2020,6,Georgia,0-4 years,467,396,0,0,0,0,0,0,0,0,52,0,0,0,0,915
1731,2020,6,Georgia,15-24 years,796,146,0,36,0,0,0,0,0,0,12,18,0,0,0,1008
1732,2020,6,Georgia,25-34 years,1588,501,0,82,17,0,0,0,11,0,33,111,12,31,29,2415
1733,2020,6,Georgia,35-44 years,2148,1164,25,180,67,0,23,15,22,19,38,285,38,98,88,4210
1734,2020,6,Georgia,45-54 years,3897,3065,54,647,140,0,43,93,58,64,41,817,119,239,208,9485
1735,2020,6,Georgia,5-14 years,130,65,0,24,0,0,0,0,0,0,0,0,0,0,0,219
1736,2020,6,Georgia,55-64 years,8219,7423,130,2066,330,23,82,363,104,134,61,1841,328,437,386,21927
1737,2020,6,Georgia,65-74 years,11975,11439,201,3351,452,186,149,747,206,219,105,2494,544,749,684,33501
1738,2020,6,Georgia,75-84 years,13838,13392,194,2910,420,715,194,911,256,282,138,2976,862,888,794,38770
1739,2020,6,Georgia,85 years and over,15003,14528,147,1575,304,1333,236,708,191,263,220,3814,1242,998,821,41383
1740,2020,6,Illinois,0-4 years,357,287,0,0,0,0,0,0,0,0,35,0,0,0,0,679
1741,2020,6,Illinois,15-24 years,575,106,0,16,0,0,0,0,0,0,10,0,0,0,0,707
1742,2020,6,Illinois,25-34 years,1120,340,0,50,23,0,0,0,0,0,12,64,10,19,16,1654
1743,2020,6,Illinois,35-44 years,1340,678,0,123,35,0,11,10,0,0,17,144,21,51,47,2477
1744,2020,6,Illinois,45-54 years,2604,1952,35,513,98,0,20,60,21,36,16,486,64,134,120,6159
1745,2020,6,Illinois,5-14 years,94,47,0,10,0,0,0,0,0,0,0,0,0,0,0,151
1746,2020,6,Illinois,55-64 years,5745,5139,70,1553,219,12,50,261,64,83,30,1247,174,366,336,15349
1747,2020,6,Illinois,65-74 years,8524,8163,145,2402,349,114,104,509,130,154,47,1808,330,657,598,24034
1748,2020,6,Illinois,75-84 years,9932,9598,154,2267,316,434,121,587,164,223,58,2128,566,750,650,27948
1749,2020,6,Illinois,85 years and over,12724,12283,133,1331,267,1142,127,473,143,244,163,3321,943,1041,877,35212
1750,2020,6,Texas,0-4 years,326,275,0,0,0,0,0,0,0,0,35,0,0,0,0,636
1751,2020,6,Texas,15-24 years,499,91,0,11,0,0,0,0,0,0,12,11,0,0,0,624
1752,2020,6,Texas,25-34 years,884,331,0,42,11,0,0,0,0,0,15,53,0,49,47,1432
1753,2020,6,Texas,35-44 years,1263,757,17,131,29,0,0,12,13,12,15,160,37,75,66,2587
1754,2020,6,Texas,45-54 years,2231,1817,28,367,84,0,25,32,24,22,21,460,74,201,189,5575
1755,2020,6,Texas,5-14 years,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,117
1756,2020,6,Texas,55-64 years,4627,4203,75,1133,199,11,49,195,41,89,33,1031,159,368,344,12557
1757,2020,6,Texas,65-74 years,6376,6081,119,1678,269,101,74,372,91,136,50,1452,287,489,449,18024
1758,2020,6,Texas,75-84 years,7404,7162,124,1515,242,452,112,466,114,143,28,1629,397,505,474,20767
1759,2020,6,Texas,85 years and over,7766,7563,88,784,143,849,110,373,85,160,57,2100,521,469,416,21484
1760,2020,6,Kansas,0-4 years,96,79,0,0,0,0,0,0,0,0,0,0,0,0,0,175
1761,2020,6,Kansas,15-24 years,161,33,0,0,0,0,0,0,0,0,0,0,0,0,0,194
1762,2020,6,Kansas,25-34 years,299,99,0,21,0,0,0,0,0,0,0,13,0,0,0,432
1763,2020,6,Kansas,35-44 years,363,192,0,24,0,0,0,0,0,0,0,57,0,0,0,636
1764,2020,6,Kansas,45-54 years,614,469,0,111,26,0,0,0,0,0,0,113,15,33,33,1414
1765,2020,6,Kansas,5-14 years,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,44
1766,2020,6,Kansas,55-64 years,1515,1369,18,400,53,0,0,58,21,25,21,353,57,57,53,4000
1767,2020,6,Kansas,65-74 years,2351,2238,39,747,94,23,25,136,46,48,22,463,94,109,97,6532
1768,2020,6,Kansas,75-84 years,2657,2548,31,614,98,122,25,185,48,46,14,580,143,118,100,7329
1769,2020,6,Kansas,85 years and over,3461,3343,33,377,77,270,51,157,46,75,44,958,212,178,160,9442
1770,2020,6,Colorado,0-4 years,81,68,0,0,0,0,0,0,0,0,0,0,0,0,0,149
1771,2020,6,Colorado,15-24 years,123,14,0,0,0,0,0,0,0,0,0,0,0,0,0,137
1772,2020,6,Colorado,25-34 years,259,89,0,10,0,0,0,0,0,0,0,10,0,0,0,368
1773,2020,6,Colorado,35-44 years,301,167,0,30,0,0,0,0,0,0,0,25,0,0,0,523
1774,2020,6,Colorado,45-54 years,492,343,0,77,20,0,0,0,0,0,0,71,10,24,22,1059
1775,2020,6,Colorado,5-14 years,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1776,2020,6,Colorado,55-64 years,987,855,12,224,36,0,0,44,13,0,0,205,34,56,49,2515
1777,2020,6,Colorado,65-74 years,1500,1396,21,389,68,22,12,113,22,24,0,269,55,58,52,4001
1778,2020,6,Colorado,75-84 years,1810,1730,17,410,54,113,18,128,32,25,0,340,114,82,66,4939
1779,2020,6,Colorado,85 years and over,2225,2129,20,268,47,219,22,85,42,22,17,604,147,92,76,6015
1780,2020,6,California,0-4 years,240,207,0,0,0,0,0,0,0,0,21,0,0,0,0,468
1781,2020,6,California,15-24 years,454,87,0,13,0,0,0,0,0,0,0,0,0,14,0,568
1782,2020,6,California,25-34 years,904,325,0,44,11,0,0,0,0,0,21,57,17,38,30,1447
1783,2020,6,California,35-44 years,1193,703,0,134,27,0,0,0,0,0,24,120,23,98,89,2411
1784,2020,6,California,45-54 years,2089,1629,17,346,80,0,16,24,14,20,16,343,75,248,233,5150
1785,2020,6,California,5-14 years,62,29,0,0,0,0,0,0,0,0,0,0,0,0,0,91
1786,2020,6,California,55-64 years,4440,3942,28,1076,222,16,51,136,42,39,26,860,156,473,445,11952
1787,2020,6,California,65-74 years,6457,6184,39,1833,285,108,108,319,79,87,32,1277,288,638,592,18326
1788,2020,6,California,75-84 years,7933,7712,47,1816,297,481,121,427,112,106,28,1675,506,755,708,22724
1789,2020,6,California,85 years and over,10038,9835,48,1201,223,1229,166,443,81,141,52,2711,771,783,711,28433
1790,2020,6,Massachusetts,0-4 years,67,58,0,0,0,0,0,0,0,0,0,0,0,0,0,125
1791,2020,6,Massachusetts,15-24 years,110,16,0,0,0,0,0,0,0,0,0,0,0,0,0,126
1792,2020,6,Massachusetts,25-34 years,225,77,0,17,0,0,0,0,0,0,0,12,0,0,0,331
1793,2020,6,Massachusetts,35-44 years,284,149,0,40,12,0,0,0,0,0,0,26,0,0,0,511
1794,2020,6,Massachusetts,45-54 years,528,392,0,111,16,0,0,10,0,0,0,85,13,0,0,1155
1795,2020,6,Massachusetts,5-14 years,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1796,2020,6,Massachusetts,55-64 years,1205,1067,12,319,48,0,12,68,11,0,13,202,42,28,27,3054
1797,2020,6,Massachusetts,65-74 years,1883,1774,16,577,109,24,12,119,21,19,15,344,89,48,44,5094
1798,2020,6,Massachusetts,75-84 years,2276,2186,23,562,76,125,16,144,36,21,18,464,111,65,54,6177
1799,2020,6,Massachusetts,85 years and over,2785,2656,12,317,55,321,22,92,34,28,37,728,221,78,63,7449
1800,2020,7,Massachusetts,0-4 years,65,58,0,0,0,0,0,0,0,0,0,0,0,0,0,123
1801,2020,7,Massachusetts,15-24 years,110,20,0,0,0,0,0,0,0,0,0,0,0,0,0,130
1802,2020,7,Massachusetts,25-34 years,257,72,0,12,0,0,0,0,0,0,0,18,0,0,0,359
1803,2020,7,Massachusetts,35-44 years,357,175,0,42,0,0,0,0,0,0,0,32,0,0,0,606
1804,2020,7,Massachusetts,45-54 years,598,429,0,124,23,0,0,0,0,0,0,96,0,0,0,1270
1805,2020,7,Massachusetts,5-14 years,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1806,2020,7,Massachusetts,55-64 years,1366,1181,17,416,52,0,0,41,15,17,17,257,32,32,28,3471
1807,2020,7,Massachusetts,65-74 years,1968,1860,26,639,72,31,20,89,41,29,0,395,64,57,45,5336
1808,2020,7,Massachusetts,75-84 years,2471,2391,46,660,80,86,22,153,54,46,15,499,108,82,54,6767
1809,2020,7,Massachusetts,85 years and over,3713,3589,36,499,76,205,42,139,50,76,53,976,205,185,131,9975
1810,2020,7,NewYork,0-4 years,115,103,0,0,0,0,0,0,0,0,19,0,0,0,0,237
1811,2020,7,NewYork,15-24 years,207,48,0,10,0,0,0,0,0,0,0,0,0,0,0,265
1812,2020,7,NewYork,25-34 years,400,132,0,17,0,0,0,0,0,0,0,25,0,0,0,574
1813,2020,7,NewYork,35-44 years,602,318,0,59,13,0,0,0,0,0,22,67,0,20,17,1118
1814,2020,7,NewYork,45-54 years,1078,847,14,244,34,0,14,18,0,17,25,205,25,39,28,2588
1815,2020,7,NewYork,5-14 years,23,14,0,0,0,0,0,0,0,0,0,0,0,0,0,37
1816,2020,7,NewYork,55-64 years,2541,2272,28,758,95,0,28,73,34,24,30,575,78,126,95,6757
1817,2020,7,NewYork,65-74 years,3485,3344,61,1082,128,20,46,146,77,65,27,844,127,146,111,9709
1818,2020,7,NewYork,75-84 years,4349,4258,68,1113,139,111,97,212,74,80,32,1137,194,188,136,12188
1819,2020,7,NewYork,85 years and over,5979,5840,90,754,120,304,133,208,99,105,114,1911,290,239,164,16350
1820,2020,7,Washington,0-4 years,186,154,0,0,0,0,0,0,0,0,13,0,0,0,0,353
1821,2020,7,Washington,15-24 years,293,59,0,0,0,0,0,0,0,0,0,13,0,0,0,365
1822,2020,7,Washington,25-34 years,680,190,0,34,0,0,0,0,0,0,16,33,0,0,0,953
1823,2020,7,Washington,35-44 years,889,438,0,92,34,0,0,0,0,0,19,91,0,30,23,1616
1824,2020,7,Washington,45-54 years,1515,1101,22,267,63,0,12,29,11,12,20,266,42,61,55,3476
1825,2020,7,Washington,5-14 years,45,21,0,11,0,0,0,0,0,0,0,0,0,0,0,77
1826,2020,7,Washington,55-64 years,3565,3155,70,1032,143,0,37,130,35,40,32,783,102,157,135,9416
1827,2020,7,Washington,65-74 years,4978,4763,94,1469,225,42,58,273,74,91,54,1057,215,248,209,13850
1828,2020,7,Washington,75-84 years,6166,5965,106,1421,192,229,70,333,92,142,64,1310,332,349,297,17068
1829,2020,7,Washington,85 years and over,7656,7415,87,943,159,511,96,238,93,174,123,2016,531,441,380,20863
1830,2020,7,Georgia,0-4 years,487,401,0,0,0,0,0,0,0,0,58,0,0,0,0,946
1831,2020,7,Georgia,15-24 years,795,155,0,19,12,0,0,0,0,0,11,16,0,27,24,1059
1832,2020,7,Georgia,25-34 years,1651,543,18,59,21,0,10,0,0,0,28,104,10,89,78,2611
1833,2020,7,Georgia,35-44 years,2450,1423,24,217,67,0,13,16,16,25,32,300,58,261,229,5131
1834,2020,7,Georgia,45-54 years,4313,3462,62,710,153,0,50,92,40,70,43,823,126,546,504,10994
1835,2020,7,Georgia,5-14 years,133,53,0,13,0,0,0,0,0,0,0,0,0,0,0,199
1836,2020,7,Georgia,55-64 years,9815,8979,141,2182,389,26,114,448,105,148,84,2020,327,1385,1263,27426
1837,2020,7,Georgia,65-74 years,14397,13843,204,3482,569,207,196,800,200,223,114,2804,607,2330,2166,42142
1838,2020,7,Georgia,75-84 years,16999,16525,199,3126,516,817,222,1006,260,318,158,3241,990,2874,2626,49877
1839,2020,7,Georgia,85 years and over,18185,17676,170,1694,315,1616,233,689,193,227,276,4256,1389,2851,2499,52269
1840,2020,7,Illinois,0-4 years,355,279,0,0,0,0,0,0,0,0,41,0,0,0,0,675
1841,2020,7,Illinois,15-24 years,578,93,0,15,0,0,0,0,0,0,0,18,0,0,0,704
1842,2020,7,Illinois,25-34 years,1100,326,0,51,14,0,0,0,0,0,19,53,0,21,18,1602
1843,2020,7,Illinois,35-44 years,1459,741,11,143,32,0,0,14,0,14,15,188,25,32,25,2699
1844,2020,7,Illinois,45-54 years,2609,1997,30,476,95,0,23,63,22,27,28,497,66,101,90,6124
1845,2020,7,Illinois,5-14 years,98,30,0,10,0,0,0,0,0,0,0,0,0,0,0,138
1846,2020,7,Illinois,55-64 years,5757,5148,79,1624,207,18,58,282,59,88,43,1205,222,211,183,15184
1847,2020,7,Illinois,65-74 years,8672,8303,155,2628,386,105,79,498,138,179,61,1822,330,424,376,24156
1848,2020,7,Illinois,75-84 years,10239,9890,152,2350,357,503,145,645,147,208,67,2227,571,515,450,28466
1849,2020,7,Illinois,85 years and over,12734,12263,129,1480,225,1098,166,508,143,231,190,3459,961,654,558,34799
1850,2020,7,Texas,0-4 years,304,256,0,0,0,0,0,0,0,0,43,0,0,0,0,603
1851,2020,7,Texas,15-24 years,517,124,0,22,0,0,0,0,0,0,0,15,0,27,25,730
1852,2020,7,Texas,25-34 years,989,419,0,41,15,0,0,0,0,0,17,60,0,116,109,1766
1853,2020,7,Texas,35-44 years,1565,1020,21,130,55,0,0,13,0,19,16,183,23,273,256,3574
1854,2020,7,Texas,45-54 years,2773,2352,31,389,122,0,23,48,10,29,24,469,87,679,646,7682
